订单ID,用户ID,商品ID,下单时间,数量,支付金额,支付方式,订单状态
order_11350,user_8806,item_73,2025-03-19 06:33:14,1,607.13,微信,已完成
order_11351,user_970,item_490,2024-12-11 00:21:47,4,3004.68,信用卡,已退款
order_11352,user_8613,item_124,2025-05-10 05:41:05,4,3713.44,微信,已完成
order_11353,user_900,item_281,2024-10-12 04:12:59,4,3471.32,信用卡,已退款
order_11354,user_5764,item_448,2024-12-24 12:25:42,4,3612.0,微信,已完成
order_11355,user_1751,item_153,2024-12-18 21:57:47,3,2017.44,微信,已完成
order_11356,user_403,item_10,2025-06-07 01:02:43,1,13.25,微信,已退款
order_11357,user_7199,item_217,2025-06-03 14:52:54,2,1339.18,支付宝,已完成
order_11358,user_8405,item_386,2025-04-09 15:02:12,1,49.53,支付宝,已完成
order_11359,user_9336,item_268,2024-08-24 18:18:17,4,1102.52,信用卡,已完成
order_11360,user_2142,item_132,2025-03-06 06:13:23,3,1873.8,微信,已完成
order_11361,user_4824,item_443,2024-11-01 23:28:27,2,1496.56,信用卡,已完成
order_11362,user_2128,item_258,2024-07-25 00:17:53,2,963.44,信用卡,已退款
order_11363,user_2636,item_430,2024-09-05 04:58:16,1,709.42,信用卡,已完成
order_11364,user_3195,item_500,2025-03-05 05:57:13,2,573.64,支付宝,已完成
order_11365,user_2447,item_163,2025-02-05 01:07:21,3,2750.07,微信,已完成
order_11366,user_8820,item_97,2024-11-05 14:54:17,3,932.1,支付宝,已取消
order_11367,user_3828,item_32,2024-12-19 23:40:26,1,10.74,微信,已完成
order_11368,user_1678,item_181,2025-01-17 14:17:57,4,1374.12,支付宝,已完成
order_11369,user_6415,item_60,2025-04-26 00:08:55,1,884.24,微信,已完成
order_11370,user_4878,item_366,2025-03-22 15:01:10,3,2918.04,支付宝,已完成
order_11371,user_9790,item_98,2025-04-09 19:54:08,1,373.64,微信,已完成
order_11372,user_4731,item_452,2025-05-11 04:32:46,4,2844.52,支付宝,已完成
order_11373,user_611,item_188,2024-12-11 13:52:56,4,2008.36,支付宝,已完成
order_11374,user_1270,item_387,2025-06-07 01:25:45,4,3035.48,微信,已完成
order_11375,user_5650,item_103,2024-07-04 23:53:22,3,2865.0,微信,已完成
order_11376,user_5913,item_127,2024-11-29 13:35:00,3,1678.95,支付宝,已退款
order_11377,user_6023,item_205,2025-02-04 20:35:36,2,386.32,信用卡,已完成
order_11378,user_9083,item_356,2024-10-18 18:11:29,3,2512.98,支付宝,已取消
order_11379,user_7506,item_395,2024-06-29 02:52:18,4,3719.32,支付宝,已完成
order_11380,user_9296,item_218,2025-02-23 20:51:30,1,789.19,微信,已完成
order_11381,user_4650,item_472,2025-05-14 07:14:35,1,910.43,信用卡,已取消
order_11382,user_7937,item_479,2024-11-25 02:13:21,2,855.22,微信,已完成
order_11383,user_3032,item_469,2024-07-03 23:32:42,4,2528.28,微信,已完成
order_11384,user_6424,item_245,2024-06-29 23:13:39,1,839.28,微信,已完成
order_11385,user_3284,item_133,2024-09-22 02:56:37,2,938.86,微信,已完成
order_11386,user_1372,item_156,2024-10-29 20:29:17,1,764.13,支付宝,已完成
order_11387,user_3036,item_345,2024-12-09 12:58:18,1,317.29,支付宝,已完成
order_11388,user_5728,item_150,2024-08-24 02:21:46,1,530.25,信用卡,已取消
order_11389,user_5378,item_261,2024-10-05 04:19:58,1,202.67,微信,已完成
order_11390,user_9590,item_93,2025-05-24 22:10:55,1,430.87,信用卡,已完成
order_11391,user_1521,item_8,2024-09-21 05:08:01,4,3560.52,微信,已退款
order_11392,user_2796,item_29,2025-02-08 14:25:55,4,3443.6,支付宝,已完成
order_11393,user_9549,item_492,2025-03-15 14:48:04,1,575.83,信用卡,已完成
order_11394,user_1674,item_342,2025-04-20 19:51:57,4,967.28,信用卡,已完成
order_11395,user_3818,item_230,2024-10-31 11:57:39,3,2036.34,信用卡,已退款
order_11396,user_9124,item_288,2025-01-19 09:38:35,2,1391.82,微信,已完成
order_11397,user_3481,item_442,2024-12-21 10:13:07,2,1238.18,信用卡,已完成
order_11398,user_15,item_347,2025-03-07 11:45:37,2,1042.56,支付宝,已完成
order_11399,user_1076,item_428,2025-03-12 01:38:36,4,3364.28,信用卡,已退款
order_11400,user_2884,item_237,2024-09-12 10:52:26,3,2086.98,信用卡,已完成
order_11401,user_4257,item_98,2025-04-21 15:53:45,4,1801.88,支付宝,已完成
order_11402,user_8934,item_191,2025-05-11 16:48:51,1,881.37,信用卡,已完成
order_11403,user_711,item_87,2025-02-04 17:48:09,2,848.76,微信,已完成
order_11404,user_6551,item_465,2025-06-21 00:35:48,3,1602.21,信用卡,已完成
order_11405,user_3400,item_146,2024-11-11 09:10:56,1,574.16,信用卡,已完成
order_11406,user_7720,item_462,2025-06-08 13:16:54,3,2407.02,支付宝,已完成
order_11407,user_8035,item_167,2025-06-03 12:44:55,3,993.51,支付宝,已完成
order_11408,user_8366,item_373,2025-03-31 07:02:28,4,1706.48,微信,已完成
order_11409,user_2148,item_439,2025-05-29 10:56:25,4,1164.08,微信,已完成
order_11410,user_8326,item_105,2025-02-05 16:20:13,4,2327.72,微信,已退款
order_11411,user_3931,item_101,2024-08-24 22:01:41,1,72.03,微信,已完成
order_11412,user_598,item_368,2024-09-07 23:50:01,4,229.24,微信,已取消
order_11413,user_8997,item_112,2025-04-22 20:27:22,4,2714.28,支付宝,已取消
order_11414,user_8420,item_326,2024-08-23 05:45:13,3,1319.79,微信,已完成
order_11415,user_2836,item_239,2024-09-14 17:03:05,3,2309.1,微信,已完成
order_11416,user_1047,item_52,2024-10-24 10:54:22,2,1409.76,信用卡,已取消
order_11417,user_6728,item_99,2024-09-05 04:09:34,3,1942.68,微信,已完成
order_11418,user_5368,item_417,2024-08-04 20:04:19,1,958.57,支付宝,已完成
order_11419,user_9138,item_230,2024-07-06 20:04:42,3,1472.34,信用卡,已完成
order_11420,user_5558,item_183,2025-01-19 19:30:08,2,1606.86,微信,已退款
order_11421,user_8714,item_474,2025-02-15 09:57:47,4,1172.64,信用卡,已完成
order_11422,user_4793,item_132,2025-05-20 16:48:27,2,429.34,支付宝,已完成
order_11423,user_9826,item_200,2024-07-11 23:22:24,2,101.3,微信,已完成
order_11424,user_3291,item_270,2025-04-25 08:46:20,2,141.66,支付宝,已完成
order_11425,user_4665,item_486,2024-08-15 02:23:24,4,1347.72,支付宝,已完成
order_11426,user_7056,item_474,2025-01-22 09:31:26,2,261.04,信用卡,已完成
order_11427,user_1744,item_30,2024-11-09 00:05:12,3,1205.49,支付宝,已完成
order_11428,user_8931,item_30,2024-07-23 13:15:45,3,1829.43,信用卡,已完成
order_11429,user_6430,item_305,2024-10-31 19:48:24,3,2587.65,支付宝,已完成
order_11430,user_5935,item_203,2025-05-30 17:49:08,4,2346.6,微信,已完成
order_11431,user_6061,item_102,2024-10-27 02:47:43,2,1288.34,支付宝,已完成
order_11432,user_1366,item_400,2025-06-22 05:34:27,1,640.66,支付宝,已完成
order_11433,user_7431,item_242,2024-09-24 00:22:19,4,2362.4,微信,已取消
order_11434,user_2348,item_439,2025-03-09 06:12:36,1,639.28,微信,已完成
order_11435,user_5207,item_12,2024-09-15 17:52:23,4,1086.88,支付宝,已完成
order_11436,user_1407,item_381,2024-09-12 23:38:31,2,1182.16,微信,已完成
order_11437,user_3832,item_260,2024-10-22 07:09:22,1,479.49,信用卡,已完成
order_11438,user_9685,item_467,2024-08-29 01:36:41,4,1070.48,信用卡,已完成
order_11439,user_9389,item_298,2024-12-08 10:15:31,2,303.14,微信,已完成
order_11440,user_1671,item_313,2024-10-09 22:16:41,2,1114.68,微信,已完成
order_11441,user_696,item_280,2024-09-25 03:10:07,2,566.16,支付宝,已完成
order_11442,user_6088,item_445,2025-06-25 06:37:05,2,1799.54,信用卡,已完成
order_11443,user_5301,item_398,2025-06-18 21:32:07,2,1023.0,信用卡,已取消
order_11444,user_9814,item_322,2024-09-19 00:25:59,4,3196.96,微信,已完成
order_11445,user_8426,item_90,2025-04-22 14:25:44,2,861.86,信用卡,已完成
order_11446,user_1930,item_77,2024-11-11 15:42:06,2,1483.42,支付宝,已完成
order_11447,user_9627,item_428,2024-07-07 06:04:11,4,1008.04,支付宝,已完成
order_11448,user_3724,item_480,2024-08-18 23:29:26,2,167.18,信用卡,已取消
order_11449,user_8045,item_134,2025-06-02 11:49:25,3,2967.27,信用卡,已完成
order_11450,user_4497,item_210,2025-06-10 17:48:50,3,1009.38,支付宝,已完成
order_11451,user_6492,item_370,2024-12-14 09:23:57,3,2619.78,微信,已完成
order_11452,user_855,item_332,2024-08-13 11:07:04,4,1799.76,微信,已完成
order_11453,user_5530,item_12,2025-05-16 14:33:27,1,957.69,微信,已完成
order_11454,user_215,item_18,2024-11-19 07:57:50,2,1214.94,信用卡,已完成
order_11455,user_6653,item_398,2024-07-06 12:36:59,1,365.96,微信,已退款
order_11456,user_4179,item_50,2024-12-16 01:35:07,2,664.5,微信,已完成
order_11457,user_7404,item_221,2025-05-29 13:38:24,3,893.07,微信,已完成
order_11458,user_7616,item_492,2025-04-11 13:41:38,4,1089.6,微信,已完成
order_11459,user_6480,item_68,2025-05-24 09:15:31,3,2820.57,微信,已完成
order_11460,user_6716,item_154,2025-04-10 00:08:07,2,1996.3,支付宝,已完成
order_11461,user_5693,item_70,2024-09-15 15:47:44,4,3919.56,微信,已完成
order_11462,user_7492,item_134,2024-11-21 09:23:16,2,255.26,支付宝,已完成
order_11463,user_8973,item_289,2024-07-15 18:21:32,2,1125.24,信用卡,已完成
order_11464,user_8902,item_483,2024-12-17 04:14:30,4,3614.76,信用卡,已完成
order_11465,user_5230,item_352,2024-12-13 23:12:05,1,389.93,信用卡,已完成
order_11466,user_6436,item_39,2024-11-28 16:15:32,3,299.61,信用卡,已完成
order_11467,user_7259,item_290,2024-09-11 19:05:11,3,1261.23,微信,已完成
order_11468,user_9618,item_303,2024-09-14 12:16:48,2,1567.42,微信,已完成
order_11469,user_1959,item_168,2025-04-22 01:44:16,3,186.66,微信,已完成
order_11470,user_4844,item_130,2024-11-21 10:12:40,3,2653.95,信用卡,已完成
order_11471,user_4677,item_99,2025-02-10 20:52:17,1,37.9,微信,已完成
order_11472,user_5230,item_234,2025-05-08 23:20:00,2,1678.42,信用卡,已完成
order_11473,user_1856,item_104,2024-08-14 01:27:52,4,249.16,信用卡,已完成
order_11474,user_2047,item_25,2024-08-01 17:05:24,3,404.34,支付宝,已完成
order_11475,user_2987,item_2,2024-09-02 15:40:08,4,3800.88,支付宝,已完成
order_11476,user_2176,item_349,2025-01-09 10:27:57,3,802.74,支付宝,已完成
order_11477,user_602,item_142,2025-06-16 08:03:54,4,1243.88,信用卡,已完成
order_11478,user_6003,item_464,2025-02-06 05:49:41,3,2763.9,支付宝,已完成
order_11479,user_83,item_43,2025-04-04 00:38:56,3,310.95,微信,已完成
order_11480,user_4887,item_104,2025-01-13 05:44:31,1,755.57,信用卡,已完成
order_11481,user_3972,item_31,2024-08-12 22:00:35,4,2982.72,微信,已完成
order_11482,user_3443,item_175,2024-08-28 21:49:41,1,483.7,信用卡,已完成
order_11483,user_7796,item_326,2025-04-16 11:43:51,3,2896.77,支付宝,已完成
order_11484,user_1524,item_74,2024-09-16 01:36:58,3,1437.42,支付宝,已完成
order_11485,user_8209,item_299,2024-08-12 09:28:10,3,859.2,微信,已完成
order_11486,user_7814,item_377,2025-01-02 14:28:10,4,1874.4,信用卡,已完成
order_11487,user_3251,item_481,2025-04-10 06:55:56,2,1578.08,支付宝,已取消
order_11488,user_8557,item_228,2025-02-16 13:14:39,1,550.85,信用卡,已完成
order_11489,user_7251,item_127,2024-11-12 20:05:19,2,968.06,信用卡,已完成
order_11490,user_975,item_277,2025-04-13 19:11:48,1,201.02,支付宝,已取消
order_11491,user_6262,item_317,2024-10-27 17:10:49,4,154.32,信用卡,已完成
order_11492,user_8553,item_134,2024-12-04 20:55:14,4,1881.44,微信,已完成
order_11493,user_3049,item_387,2024-09-08 19:43:18,1,743.29,信用卡,已完成
order_11494,user_1110,item_112,2024-09-16 08:02:33,4,807.84,微信,已完成
order_11495,user_8440,item_381,2024-07-31 21:52:54,3,1765.44,微信,已完成
order_11496,user_4778,item_276,2025-05-03 06:14:34,3,1288.89,微信,已完成
order_11497,user_1534,item_95,2025-01-09 12:23:38,4,2030.72,信用卡,已完成
order_11498,user_1553,item_82,2024-11-13 09:46:21,4,3259.08,信用卡,已完成
order_11499,user_2998,item_497,2024-12-29 06:44:07,2,690.8,信用卡,已完成
order_11500,user_2759,item_402,2024-10-03 19:04:22,3,446.79,信用卡,已完成
order_11501,user_5090,item_180,2025-01-10 05:24:17,1,893.38,支付宝,已完成
order_11502,user_5245,item_339,2024-08-09 03:29:34,4,1789.88,支付宝,已退款
order_11503,user_2911,item_108,2024-12-21 02:45:58,3,491.52,微信,已完成
order_11504,user_5874,item_302,2024-07-02 22:08:06,3,2712.45,信用卡,已取消
order_11505,user_3151,item_151,2024-06-29 11:16:32,4,1822.0,微信,已退款
order_11506,user_4785,item_142,2024-11-21 05:46:36,4,3417.52,信用卡,已完成
order_11507,user_3007,item_313,2025-05-04 15:59:17,2,1504.64,微信,已完成
order_11508,user_8429,item_239,2024-12-06 18:27:44,3,2361.27,信用卡,已完成
order_11509,user_403,item_419,2024-11-29 02:47:34,3,1541.04,支付宝,已完成
order_11510,user_8984,item_16,2025-05-25 16:03:48,1,674.15,信用卡,已完成
order_11511,user_9782,item_340,2024-08-04 12:19:53,3,1174.89,信用卡,已完成
order_11512,user_863,item_377,2024-11-11 09:30:57,1,522.82,信用卡,已完成
order_11513,user_1354,item_379,2024-11-13 14:44:58,4,1274.04,支付宝,已完成
order_11514,user_2633,item_237,2024-10-25 00:53:15,4,1321.52,微信,已退款
order_11515,user_6585,item_110,2025-05-17 12:42:59,1,624.83,信用卡,已完成
order_11516,user_717,item_52,2024-07-22 00:20:27,2,607.8,支付宝,已完成
order_11517,user_1032,item_192,2024-12-12 06:12:34,2,1886.36,支付宝,已取消
order_11518,user_4730,item_112,2025-05-21 21:47:36,2,363.4,信用卡,已完成
order_11519,user_7821,item_218,2025-03-06 20:44:46,1,508.88,信用卡,已完成
order_11520,user_4715,item_177,2024-10-21 10:19:26,2,995.18,信用卡,已完成
order_11521,user_4943,item_316,2024-09-23 17:25:40,4,3340.08,支付宝,已完成
order_11522,user_6018,item_142,2025-03-25 23:26:10,1,689.44,支付宝,已完成
order_11523,user_8007,item_407,2024-07-29 10:47:36,3,563.13,信用卡,已完成
order_11524,user_8525,item_62,2025-03-06 06:07:12,3,2451.6,支付宝,已退款
order_11525,user_5344,item_368,2025-03-03 14:16:01,4,1219.8,微信,已完成
order_11526,user_143,item_446,2025-05-07 06:58:29,3,2118.6,微信,已完成
order_11527,user_581,item_152,2024-11-24 23:47:14,1,990.66,信用卡,已完成
order_11528,user_2865,item_50,2025-06-01 20:01:05,4,1068.08,信用卡,已退款
order_11529,user_9393,item_486,2024-12-26 17:03:21,2,1470.26,微信,已完成
order_11530,user_3734,item_77,2024-07-02 19:22:53,3,1003.92,支付宝,已完成
order_11531,user_1823,item_394,2024-10-11 08:11:18,4,120.6,支付宝,已完成
order_11532,user_7256,item_239,2025-04-06 00:17:05,4,1121.72,支付宝,已退款
order_11533,user_2159,item_474,2025-03-05 01:28:39,2,759.64,微信,已完成
order_11534,user_8221,item_366,2025-06-10 03:22:53,2,1714.14,支付宝,已完成
order_11535,user_9231,item_469,2024-10-30 04:45:07,1,536.59,信用卡,已完成
order_11536,user_5040,item_325,2024-07-14 06:31:22,1,508.59,支付宝,已完成
order_11537,user_3229,item_81,2024-08-20 07:24:05,2,742.98,微信,已完成
order_11538,user_3415,item_428,2025-05-21 18:07:37,3,2092.74,信用卡,已完成
order_11539,user_328,item_324,2024-10-01 08:28:45,3,1570.74,微信,已完成
order_11540,user_9325,item_86,2024-09-03 12:44:54,2,1515.16,微信,已取消
order_11541,user_1696,item_404,2025-01-31 21:54:31,3,2171.25,微信,已完成
order_11542,user_4366,item_414,2024-06-30 06:05:17,1,804.55,信用卡,已完成
order_11543,user_5811,item_55,2024-08-15 08:12:47,1,574.86,信用卡,已完成
order_11544,user_2476,item_467,2025-01-14 01:33:22,3,1626.42,微信,已完成
order_11545,user_1374,item_86,2024-08-26 03:25:16,3,2769.09,支付宝,已完成
order_11546,user_9039,item_23,2024-08-20 02:35:49,2,846.48,信用卡,已取消
order_11547,user_9899,item_1,2025-03-23 14:10:21,1,682.79,信用卡,已完成
order_11548,user_808,item_475,2024-12-26 02:37:13,2,200.84,支付宝,已完成
order_11549,user_9850,item_191,2025-04-18 16:41:10,3,2391.12,信用卡,已取消
order_11550,user_6484,item_176,2024-07-11 19:04:09,1,379.49,微信,已完成
order_11551,user_960,item_444,2024-07-20 09:54:04,2,1739.24,微信,已完成
order_11552,user_4937,item_51,2025-02-13 04:40:37,2,844.06,信用卡,已完成
order_11553,user_9033,item_457,2025-05-04 06:22:29,2,1494.82,支付宝,已完成
order_11554,user_9711,item_275,2024-09-16 03:21:53,4,238.52,微信,已取消
order_11555,user_5029,item_248,2025-05-29 02:34:11,4,48.84,支付宝,已完成
order_11556,user_7879,item_9,2025-04-09 23:32:35,2,1986.06,支付宝,已完成
order_11557,user_5442,item_373,2025-03-10 08:10:10,3,358.47,微信,已完成
order_11558,user_4326,item_311,2024-10-18 11:23:41,1,279.48,信用卡,已完成
order_11559,user_9496,item_280,2024-11-18 00:10:52,3,568.71,支付宝,已完成
order_11560,user_9324,item_118,2025-02-21 11:40:43,1,799.21,微信,已完成
order_11561,user_7354,item_25,2024-12-04 18:34:35,2,948.26,支付宝,已完成
order_11562,user_6850,item_43,2025-05-12 08:54:04,3,1013.82,支付宝,已完成
order_11563,user_434,item_238,2024-08-26 19:29:37,1,462.15,信用卡,已取消
order_11564,user_2065,item_179,2024-12-06 11:14:26,3,944.88,信用卡,已完成
order_11565,user_6841,item_388,2024-09-01 14:43:09,4,72.84,微信,已完成
order_11566,user_4865,item_173,2024-09-02 11:23:16,3,1863.15,微信,已完成
order_11567,user_7102,item_483,2025-06-25 06:31:07,2,1569.96,支付宝,已完成
order_11568,user_5444,item_323,2025-01-14 01:20:52,1,898.49,微信,已完成
order_11569,user_5143,item_156,2024-08-24 10:37:01,1,712.04,支付宝,已完成
order_11570,user_5650,item_453,2025-04-10 19:16:45,2,1228.8,信用卡,已完成
order_11571,user_1036,item_480,2025-05-06 23:58:02,4,486.6,信用卡,已退款
order_11572,user_6614,item_424,2025-05-07 08:22:31,1,800.92,微信,已取消
order_11573,user_4923,item_328,2025-03-13 08:05:03,4,46.64,信用卡,已完成
order_11574,user_5221,item_102,2024-09-05 04:25:12,2,1792.36,微信,已退款
order_11575,user_5778,item_476,2024-11-15 10:19:44,2,513.38,微信,已取消
order_11576,user_7614,item_66,2025-06-03 01:14:38,2,368.66,支付宝,已退款
order_11577,user_1640,item_473,2025-06-20 20:50:57,2,1841.48,支付宝,已完成
order_11578,user_8686,item_382,2024-08-08 03:15:07,2,1768.72,支付宝,已完成
order_11579,user_405,item_478,2025-04-28 02:53:21,2,1915.7,支付宝,已完成
order_11580,user_114,item_212,2024-08-28 17:04:52,2,397.12,支付宝,已完成
order_11581,user_9358,item_289,2024-07-08 07:05:01,1,333.23,信用卡,已完成
order_11582,user_1055,item_75,2025-01-05 21:12:03,3,1100.43,信用卡,已完成
order_11583,user_6577,item_140,2024-09-13 21:46:59,3,59.7,支付宝,已退款
order_11584,user_8698,item_106,2024-10-23 12:22:46,1,345.54,微信,已完成
order_11585,user_755,item_307,2024-11-30 09:58:45,2,832.74,微信,已完成
order_11586,user_6448,item_228,2025-02-24 11:59:00,2,786.94,微信,已取消
order_11587,user_7193,item_319,2024-11-18 13:58:36,2,426.8,信用卡,已完成
order_11588,user_1535,item_276,2025-06-14 15:57:51,4,3593.8,微信,已完成
order_11589,user_1909,item_443,2025-05-19 10:17:52,2,1436.62,微信,已完成
order_11590,user_8926,item_21,2024-10-07 15:19:04,3,2645.88,支付宝,已完成
order_11591,user_2871,item_17,2025-02-23 04:18:11,1,38.03,信用卡,已完成
order_11592,user_6875,item_120,2024-10-29 08:15:48,2,832.98,支付宝,已完成
order_11593,user_693,item_10,2024-07-07 17:05:04,1,578.12,信用卡,已完成
order_11594,user_4082,item_500,2025-04-26 20:14:38,3,2095.68,微信,已完成
order_11595,user_5179,item_273,2024-07-06 16:24:07,1,677.15,支付宝,已完成
order_11596,user_9110,item_440,2024-11-02 10:13:02,2,1896.62,微信,已完成
order_11597,user_2307,item_139,2024-07-07 17:15:31,4,443.52,微信,已完成
order_11598,user_6179,item_473,2025-06-06 20:03:20,1,177.45,支付宝,已完成
order_11599,user_7440,item_28,2024-12-26 09:02:53,2,1918.04,支付宝,已完成
order_11600,user_6379,item_268,2024-07-09 22:37:40,2,427.74,微信,已完成
order_11601,user_6665,item_385,2025-04-08 01:53:12,3,2779.89,微信,已完成
order_11602,user_1521,item_261,2025-05-31 07:32:25,3,1117.47,微信,已取消
order_11603,user_6358,item_339,2024-08-21 17:00:08,2,630.62,信用卡,已完成
order_11604,user_7174,item_312,2025-06-16 10:48:10,3,1061.46,微信,已取消
order_11605,user_2818,item_125,2024-12-01 23:15:43,3,1870.74,信用卡,已完成
order_11606,user_8065,item_191,2024-07-14 17:03:17,3,626.28,支付宝,已完成
order_11607,user_4371,item_244,2025-01-22 03:55:09,4,1337.68,信用卡,已退款
order_11608,user_12,item_383,2024-11-20 01:53:09,1,502.61,信用卡,已完成
order_11609,user_2953,item_385,2025-04-18 18:41:06,2,494.86,信用卡,已完成
order_11610,user_9856,item_497,2025-02-14 02:08:33,4,2056.72,信用卡,已完成
order_11611,user_6695,item_76,2025-04-03 06:02:54,1,780.28,微信,已完成
order_11612,user_7105,item_245,2025-01-16 14:54:37,4,624.64,信用卡,已完成
order_11613,user_9854,item_362,2024-08-31 13:44:32,3,2095.95,支付宝,已完成
order_11614,user_2919,item_268,2024-08-27 01:55:26,4,2761.36,支付宝,已完成
order_11615,user_7554,item_486,2024-08-04 12:47:25,1,748.43,信用卡,已完成
order_11616,user_8299,item_207,2024-07-02 10:53:06,2,558.54,微信,已完成
order_11617,user_8831,item_270,2024-11-09 01:27:18,2,1364.7,支付宝,已完成
order_11618,user_2652,item_306,2025-06-10 02:03:12,1,712.59,支付宝,已取消
order_11619,user_6479,item_269,2024-09-21 03:21:36,2,1029.74,支付宝,已完成
order_11620,user_4858,item_356,2024-08-01 10:18:20,2,1106.98,微信,已退款
order_11621,user_4730,item_184,2024-12-06 17:14:26,1,32.9,微信,已完成
order_11622,user_1137,item_243,2024-07-22 09:50:57,3,2099.91,支付宝,已完成
order_11623,user_9331,item_207,2024-08-09 07:23:28,2,1583.36,支付宝,已完成
order_11624,user_8755,item_90,2024-12-28 09:23:41,2,1092.34,信用卡,已完成
order_11625,user_7014,item_249,2024-12-24 00:28:51,3,2836.05,支付宝,已完成
order_11626,user_1083,item_173,2024-12-04 20:26:42,2,620.86,支付宝,已完成
order_11627,user_9939,item_185,2025-05-25 03:27:20,1,212.1,信用卡,已完成
order_11628,user_4401,item_34,2025-06-10 10:57:06,3,2038.17,微信,已退款
order_11629,user_9739,item_305,2025-01-21 02:18:31,1,548.61,支付宝,已完成
order_11630,user_8874,item_53,2024-12-14 16:37:18,2,805.0,信用卡,已取消
order_11631,user_1736,item_122,2024-08-17 20:23:51,2,1815.24,信用卡,已退款
order_11632,user_4074,item_352,2025-05-25 10:40:53,1,453.26,微信,已完成
order_11633,user_6236,item_262,2025-02-15 22:32:33,2,776.28,支付宝,已完成
order_11634,user_3788,item_107,2025-05-07 00:02:15,4,3383.48,信用卡,已完成
order_11635,user_6967,item_23,2025-02-28 23:34:10,1,536.67,支付宝,已完成
order_11636,user_8075,item_54,2024-06-26 22:22:28,2,176.06,支付宝,已完成
order_11637,user_1350,item_484,2024-10-25 14:23:41,3,2860.68,信用卡,已取消
order_11638,user_7640,item_219,2024-12-28 14:33:34,2,1208.3,信用卡,已完成
order_11639,user_6195,item_211,2024-12-25 23:35:03,1,832.69,信用卡,已退款
order_11640,user_1659,item_243,2025-06-11 00:03:10,1,305.28,支付宝,已完成
order_11641,user_2052,item_444,2025-06-12 07:07:39,1,865.74,支付宝,已取消
order_11642,user_748,item_345,2024-10-04 09:46:20,2,1093.48,信用卡,已完成
order_11643,user_8471,item_180,2024-08-15 10:32:46,2,1644.9,支付宝,已完成
order_11644,user_4040,item_407,2024-10-30 01:04:31,1,445.56,信用卡,已退款
order_11645,user_9235,item_452,2025-03-08 13:30:00,4,1971.32,微信,已完成
order_11646,user_4259,item_241,2025-01-22 08:41:01,4,3661.6,信用卡,已完成
order_11647,user_698,item_187,2024-11-15 15:07:35,4,3672.04,微信,已完成
order_11648,user_1051,item_442,2025-02-19 22:54:15,1,10.19,信用卡,已取消
order_11649,user_918,item_324,2025-03-13 05:53:09,1,76.1,微信,已完成
order_11650,user_595,item_220,2025-03-31 20:11:27,2,504.14,微信,已完成
order_11651,user_9755,item_256,2024-08-03 02:08:44,3,1285.38,信用卡,已完成
order_11652,user_6168,item_388,2024-12-29 04:58:21,1,804.85,微信,已取消
order_11653,user_6545,item_270,2025-01-04 00:53:36,4,3497.56,微信,已完成
order_11654,user_5242,item_220,2025-04-13 10:12:52,4,956.56,信用卡,已完成
order_11655,user_9867,item_243,2025-05-15 09:57:46,1,16.79,微信,已完成
order_11656,user_4208,item_16,2025-05-23 12:34:13,3,2484.54,信用卡,已完成
order_11657,user_4065,item_474,2025-02-03 11:59:13,3,139.08,信用卡,已完成
order_11658,user_3274,item_37,2024-09-10 21:10:37,2,1543.42,支付宝,已完成
order_11659,user_7711,item_268,2024-08-14 12:29:49,2,192.0,微信,已完成
order_11660,user_3114,item_338,2024-09-19 19:46:35,1,613.07,微信,已完成
order_11661,user_4582,item_45,2025-01-12 13:19:03,3,2662.71,微信,已完成
order_11662,user_6350,item_77,2024-08-16 01:32:35,3,1995.27,信用卡,已完成
order_11663,user_710,item_355,2025-05-05 10:57:47,4,366.44,支付宝,已完成
order_11664,user_1325,item_476,2024-08-21 00:44:07,1,667.38,支付宝,已完成
order_11665,user_6875,item_460,2024-09-22 05:56:38,3,1723.59,支付宝,已取消
order_11666,user_6543,item_330,2025-03-09 15:55:49,1,133.32,支付宝,已完成
order_11667,user_5619,item_484,2024-07-28 13:42:19,3,993.15,支付宝,已完成
order_11668,user_2767,item_461,2025-04-11 06:38:13,1,292.47,微信,已完成
order_11669,user_1003,item_332,2024-08-02 11:08:52,2,637.18,信用卡,已完成
order_11670,user_597,item_5,2025-04-01 05:04:17,3,70.08,微信,已完成
order_11671,user_6855,item_78,2024-11-30 11:41:47,1,891.7,微信,已完成
order_11672,user_1020,item_95,2024-10-14 06:52:23,2,1740.84,微信,已完成
order_11673,user_129,item_309,2025-06-06 02:19:22,1,295.52,支付宝,已取消
order_11674,user_7866,item_286,2025-02-20 11:59:59,1,329.3,微信,已完成
order_11675,user_658,item_311,2024-08-06 12:26:47,2,596.98,信用卡,已完成
order_11676,user_2675,item_158,2024-10-01 15:45:20,3,63.27,微信,已完成
order_11677,user_6778,item_210,2024-09-22 12:12:12,1,41.49,微信,已完成
order_11678,user_6569,item_179,2024-10-02 00:04:08,1,824.98,支付宝,已完成
order_11679,user_4345,item_325,2024-09-06 08:29:40,2,1680.06,微信,已完成
order_11680,user_4810,item_304,2025-04-06 04:01:26,2,441.12,微信,已完成
order_11681,user_9795,item_434,2025-03-09 17:24:59,3,2411.55,微信,已完成
order_11682,user_1026,item_86,2024-10-21 14:10:47,4,792.48,微信,已完成
order_11683,user_5354,item_429,2024-11-01 06:39:45,1,838.86,微信,已完成
order_11684,user_6774,item_421,2025-03-29 13:37:12,1,892.15,支付宝,已退款
