用户ID,行为时间,商品ID,行为类型,流量来源,设备类型
user_6625,2025-02-08 19:26:43,item_419,浏览,广告,手机
user_9629,2025-04-15 06:26:43,item_451,浏览,自然流量,平板
user_3854,2025-03-12 04:11:17,item_331,收藏,广告,平板
user_5677,2024-11-14 02:41:11,item_283,加购,自然流量,电脑
user_4835,2025-05-12 20:17:00,item_259,浏览,广告,电脑
user_1964,2024-12-07 07:31:24,item_120,浏览,活动,手机
user_3834,2024-07-26 20:45:57,item_354,收藏,活动,手机
user_8070,2024-07-27 04:51:15,item_394,浏览,广告,平板
user_5582,2025-02-14 16:07:11,item_492,浏览,活动,电脑
user_3245,2025-03-21 09:38:51,item_416,收藏,自然流量,平板
user_991,2025-04-19 21:32:16,item_87,收藏,活动,手机
user_9184,2025-02-13 20:03:10,item_22,浏览,活动,平板
user_6638,2025-01-07 13:21:44,item_184,收藏,自然流量,电脑
user_5532,2025-02-02 02:57:53,item_300,浏览,广告,平板
user_2769,2025-02-11 09:28:30,item_28,下单,广告,平板
user_6743,2025-04-08 07:55:18,item_258,收藏,自然流量,电脑
user_9396,2024-11-28 15:33:04,item_491,浏览,活动,电脑
user_7175,2025-05-16 08:52:48,item_272,浏览,自然流量,手机
user_5251,2024-10-26 17:40:45,item_112,浏览,广告,手机
user_7367,2024-07-27 20:33:47,item_200,浏览,活动,平板
user_8974,2024-07-30 08:20:40,item_190,收藏,广告,平板
user_6717,2025-01-25 07:49:26,item_126,浏览,自然流量,电脑
user_5121,2024-08-05 04:30:54,item_188,加购,广告,平板
user_3256,2025-03-18 20:14:48,item_44,收藏,活动,平板
user_2205,2025-06-06 00:35:06,item_126,浏览,活动,电脑
user_4285,2024-10-28 06:14:53,item_265,浏览,广告,手机
user_2527,2025-01-07 18:11:32,item_490,收藏,活动,电脑
user_3343,2024-09-18 03:56:01,item_492,浏览,自然流量,手机
user_609,2025-04-13 11:40:36,item_24,浏览,广告,电脑
user_2485,2024-12-17 13:39:09,item_43,下单,自然流量,平板
user_511,2025-04-28 12:11:50,item_119,加购,活动,电脑
user_129,2025-06-22 11:56:43,item_351,加购,广告,平板
user_1166,2024-10-12 02:30:37,item_203,下单,活动,平板
user_7889,2024-11-29 16:37:52,item_17,加购,自然流量,平板
user_9617,2024-12-09 05:50:50,item_392,收藏,广告,电脑
user_9574,2024-07-26 08:41:16,item_120,浏览,自然流量,平板
user_7429,2024-10-25 19:19:01,item_253,加购,活动,手机
user_4317,2025-04-06 05:17:29,item_412,浏览,广告,平板
user_180,2024-10-23 15:37:18,item_367,收藏,广告,平板
user_2256,2024-12-26 07:56:38,item_306,加购,自然流量,手机
user_3416,2024-12-17 21:37:27,item_117,浏览,广告,电脑
user_6299,2024-12-08 17:24:14,item_254,收藏,自然流量,手机
user_8223,2025-06-20 05:35:07,item_74,收藏,自然流量,电脑
user_9577,2024-08-01 18:33:33,item_225,浏览,自然流量,手机
user_1440,2025-01-10 23:58:00,item_295,浏览,自然流量,电脑
user_7098,2025-03-03 07:18:59,item_21,浏览,广告,平板
user_5624,2025-04-19 09:42:53,item_91,加购,活动,手机
user_1734,2025-03-05 06:36:20,item_67,浏览,广告,电脑
user_6564,2024-12-02 05:51:53,item_411,加购,广告,手机
user_2874,2025-01-11 03:38:55,item_311,浏览,活动,手机
user_978,2025-01-01 17:31:13,item_73,下单,自然流量,电脑
user_9679,2025-03-13 10:31:28,item_97,下单,活动,电脑
user_8766,2024-06-26 16:12:26,item_112,加购,活动,手机
user_2701,2024-10-13 15:37:41,item_382,浏览,广告,电脑
user_6715,2025-04-02 11:38:08,item_400,加购,广告,电脑
user_6278,2024-12-22 21:41:01,item_347,浏览,自然流量,电脑
user_3765,2025-04-07 08:25:40,item_229,浏览,广告,电脑
user_9135,2025-02-08 06:43:57,item_22,浏览,活动,手机
user_3455,2024-12-03 12:07:13,item_435,加购,自然流量,电脑
user_6297,2024-11-28 22:56:35,item_76,下单,自然流量,平板
user_6859,2025-03-14 07:49:23,item_125,收藏,活动,电脑
user_3070,2025-03-06 10:27:45,item_388,浏览,自然流量,手机
user_9578,2025-05-26 01:26:35,item_497,收藏,广告,手机
user_834,2025-04-26 08:10:09,item_114,浏览,活动,平板
user_4537,2025-05-16 12:06:10,item_366,浏览,广告,电脑
user_8229,2024-11-22 13:11:42,item_315,加购,自然流量,手机
user_9210,2025-01-25 07:16:43,item_291,浏览,活动,平板
user_9300,2025-06-05 12:31:49,item_426,浏览,自然流量,电脑
user_8790,2024-08-22 20:13:22,item_340,收藏,自然流量,手机
user_4615,2025-03-28 16:16:11,item_393,浏览,广告,平板
user_960,2025-02-20 03:34:11,item_444,加购,活动,平板
user_4349,2024-07-02 19:07:38,item_459,浏览,自然流量,电脑
user_9999,2025-04-10 04:26:07,item_192,浏览,广告,平板
user_8244,2024-11-18 10:59:33,item_238,加购,广告,电脑
user_1077,2025-03-30 04:06:28,item_93,收藏,活动,手机
user_5552,2024-08-17 08:51:26,item_363,加购,自然流量,平板
user_7395,2024-11-16 21:40:27,item_280,收藏,活动,平板
user_5550,2024-11-30 14:17:01,item_250,浏览,广告,电脑
user_4194,2024-11-06 21:30:41,item_195,浏览,自然流量,平板
user_3877,2025-02-14 19:46:19,item_100,收藏,自然流量,平板
user_4785,2025-02-09 07:07:13,item_440,浏览,自然流量,电脑
user_3829,2024-11-19 06:13:26,item_32,收藏,广告,手机
user_7061,2024-07-03 04:00:40,item_199,浏览,广告,电脑
user_9320,2025-01-17 05:21:09,item_95,收藏,广告,手机
user_9712,2025-03-02 22:37:35,item_411,收藏,广告,电脑
user_1889,2025-02-21 23:30:29,item_355,收藏,广告,电脑
user_9143,2024-07-22 23:35:06,item_469,加购,自然流量,电脑
user_1938,2024-10-11 22:15:55,item_496,收藏,广告,平板
user_552,2025-04-01 14:57:39,item_1,下单,活动,平板
user_7487,2024-08-29 08:54:14,item_439,收藏,自然流量,电脑
user_6498,2025-03-26 01:01:05,item_299,浏览,自然流量,电脑
user_2858,2024-09-25 00:17:41,item_258,浏览,广告,手机
user_7586,2025-03-22 06:20:41,item_455,浏览,活动,电脑
user_8465,2024-09-24 13:55:11,item_164,浏览,广告,手机
user_8834,2024-06-28 01:17:10,item_499,收藏,广告,平板
user_66,2025-04-06 03:41:43,item_421,收藏,广告,手机
user_8430,2024-09-04 17:51:01,item_316,收藏,活动,手机
user_2214,2025-02-04 16:03:40,item_38,浏览,广告,手机
user_6340,2025-03-27 04:52:07,item_11,浏览,广告,手机
user_4784,2024-09-06 20:41:46,item_88,浏览,活动,手机
user_6670,2025-01-05 10:14:31,item_310,浏览,自然流量,电脑
user_437,2024-12-07 20:33:08,item_11,浏览,广告,平板
user_5358,2025-06-14 09:19:17,item_217,浏览,广告,手机
user_1685,2024-10-15 15:14:34,item_87,收藏,活动,电脑
user_5714,2025-05-24 20:13:56,item_234,浏览,活动,电脑
user_7665,2024-07-03 09:21:14,item_10,浏览,自然流量,手机
user_1600,2024-10-27 04:44:54,item_197,下单,活动,手机
user_2171,2024-10-12 17:01:43,item_99,下单,活动,手机
user_2197,2025-05-18 04:00:52,item_365,浏览,活动,手机
user_8976,2024-12-30 12:33:33,item_389,浏览,自然流量,平板
user_638,2025-03-17 21:31:17,item_143,浏览,自然流量,平板
user_4983,2024-09-28 14:57:53,item_8,加购,活动,电脑
user_8087,2025-02-23 15:45:02,item_137,浏览,自然流量,电脑
user_1617,2025-01-20 10:29:21,item_215,收藏,广告,手机
user_3966,2024-12-07 16:03:33,item_241,收藏,广告,电脑
user_9633,2024-09-02 12:17:55,item_461,浏览,自然流量,电脑
user_9241,2025-06-16 20:34:44,item_412,浏览,广告,手机
user_9519,2024-08-26 01:37:46,item_347,加购,自然流量,平板
user_3020,2024-07-22 16:55:46,item_118,浏览,活动,电脑
user_5120,2024-10-03 01:17:32,item_444,下单,广告,平板
user_5000,2024-07-17 22:22:36,item_386,加购,活动,平板
user_1570,2024-11-11 08:19:31,item_424,浏览,广告,手机
user_9933,2024-07-22 18:18:11,item_365,收藏,活动,平板
user_8518,2024-09-18 15:32:17,item_422,加购,活动,手机
user_5901,2025-06-01 17:29:25,item_478,浏览,活动,手机
user_2286,2024-07-30 22:05:59,item_73,下单,广告,手机
user_3784,2025-01-19 05:38:03,item_335,加购,自然流量,手机
user_4668,2024-11-24 13:11:43,item_364,浏览,活动,手机
user_293,2024-11-19 17:07:18,item_385,浏览,自然流量,电脑
user_1264,2024-07-09 04:04:06,item_277,下单,自然流量,电脑
user_63,2024-10-24 09:27:53,item_415,收藏,活动,平板
user_5820,2024-12-31 20:00:52,item_416,浏览,自然流量,电脑
user_7575,2024-10-24 02:01:14,item_50,浏览,活动,平板
user_5349,2024-12-18 19:54:00,item_171,浏览,自然流量,手机
user_876,2025-05-29 14:24:19,item_471,浏览,自然流量,电脑
user_9500,2024-09-29 06:30:03,item_402,收藏,活动,手机
user_777,2024-09-17 10:56:51,item_16,浏览,活动,平板
user_5252,2025-01-26 22:27:19,item_460,浏览,活动,电脑
user_2065,2025-02-11 02:07:29,item_482,加购,自然流量,手机
user_471,2025-05-18 02:27:15,item_213,浏览,广告,平板
user_495,2024-07-31 17:12:01,item_388,加购,广告,平板
user_577,2024-10-03 00:51:35,item_91,浏览,活动,电脑
user_9224,2024-12-19 21:12:45,item_12,浏览,自然流量,电脑
user_9187,2025-04-07 09:52:10,item_436,浏览,自然流量,平板
user_5049,2025-04-10 07:00:10,item_149,下单,广告,手机
user_8225,2025-01-06 23:10:51,item_252,加购,自然流量,平板
user_8754,2024-11-05 12:48:10,item_334,浏览,活动,手机
user_4500,2024-08-30 18:20:59,item_87,浏览,活动,手机
user_3941,2024-10-06 01:44:41,item_165,浏览,活动,手机
user_6536,2024-12-20 10:29:14,item_279,收藏,自然流量,手机
user_8969,2024-10-20 20:41:45,item_99,浏览,广告,电脑
user_7436,2025-05-28 11:38:49,item_52,收藏,广告,手机
user_7441,2024-10-22 02:38:45,item_433,下单,活动,平板
user_8884,2025-05-14 01:34:07,item_295,收藏,自然流量,平板
user_3104,2024-08-15 10:34:50,item_316,加购,广告,平板
user_1245,2024-06-27 16:28:03,item_106,收藏,自然流量,平板
user_4397,2024-09-07 15:43:37,item_6,收藏,自然流量,手机
user_4973,2024-10-31 18:26:23,item_124,浏览,活动,电脑
user_2142,2025-02-16 21:15:11,item_137,浏览,活动,平板
user_5865,2024-10-06 13:54:45,item_317,加购,活动,平板
user_9711,2024-10-14 04:19:17,item_449,浏览,自然流量,平板
user_9991,2024-08-05 16:43:07,item_28,浏览,自然流量,手机
user_3346,2024-07-03 03:10:59,item_184,收藏,广告,手机
user_1041,2025-06-22 20:05:30,item_179,收藏,活动,电脑
user_7852,2025-06-10 02:04:44,item_487,浏览,活动,平板
user_9584,2025-04-12 11:42:39,item_94,浏览,活动,手机
user_8419,2025-05-31 23:41:40,item_370,下单,自然流量,电脑
user_5861,2025-03-14 16:59:07,item_206,下单,活动,手机
user_3287,2024-08-30 07:23:13,item_23,浏览,广告,手机
user_6299,2025-06-17 12:24:24,item_28,收藏,自然流量,平板
user_6083,2025-04-03 01:14:31,item_353,收藏,活动,电脑
user_6575,2024-09-22 09:28:13,item_357,收藏,广告,平板
user_699,2025-04-26 18:35:11,item_52,浏览,广告,电脑
user_5136,2025-01-08 14:22:48,item_256,浏览,自然流量,手机
user_6056,2024-12-30 09:30:12,item_118,浏览,活动,平板
user_8116,2025-03-04 04:47:12,item_477,浏览,自然流量,手机
user_1722,2024-09-22 06:57:19,item_39,浏览,自然流量,手机
user_4801,2025-05-18 05:11:47,item_417,收藏,活动,平板
user_3065,2024-11-12 10:22:51,item_417,浏览,活动,平板
user_3629,2024-07-28 12:45:09,item_436,下单,自然流量,平板
user_7189,2025-01-21 07:22:24,item_57,加购,活动,手机
user_9146,2025-06-17 07:18:22,item_335,收藏,自然流量,手机
user_3079,2025-04-13 00:53:36,item_184,加购,活动,平板
user_94,2025-03-18 11:57:49,item_492,收藏,自然流量,平板
user_4069,2025-03-25 09:09:05,item_421,加购,广告,平板
user_1214,2025-04-15 18:43:43,item_72,收藏,活动,电脑
user_2799,2025-05-26 09:51:05,item_368,浏览,自然流量,手机
user_7092,2024-12-01 10:31:14,item_47,收藏,自然流量,电脑
user_6118,2024-12-04 06:51:53,item_205,加购,自然流量,电脑
user_3347,2024-10-25 01:55:57,item_127,收藏,广告,电脑
user_8216,2025-06-21 03:31:46,item_13,浏览,自然流量,平板
user_2030,2025-05-29 09:16:18,item_104,浏览,广告,平板
user_174,2025-05-28 09:37:46,item_419,下单,广告,电脑
user_554,2025-01-05 15:05:52,item_153,加购,自然流量,电脑
user_3983,2024-12-29 16:52:03,item_204,浏览,广告,电脑
user_1178,2024-10-22 02:39:11,item_26,浏览,自然流量,电脑
user_3670,2024-08-02 17:53:08,item_457,浏览,广告,平板
user_8985,2024-09-13 19:04:52,item_411,浏览,活动,平板
user_3263,2024-07-31 16:07:05,item_471,浏览,活动,手机
user_1150,2024-09-13 16:55:34,item_45,浏览,活动,平板
user_2319,2025-06-18 10:18:15,item_273,收藏,活动,手机
user_5056,2024-11-15 23:23:11,item_10,收藏,广告,平板
user_254,2024-07-26 07:19:40,item_163,浏览,广告,电脑
user_5023,2025-01-08 23:05:15,item_130,下单,活动,手机
user_8244,2025-03-15 12:43:46,item_142,浏览,活动,手机
user_5284,2024-09-07 14:59:23,item_30,收藏,自然流量,电脑
user_1771,2024-06-30 00:23:27,item_399,浏览,自然流量,电脑
user_9367,2024-08-20 13:09:57,item_281,浏览,活动,手机
user_1133,2024-11-11 15:40:18,item_473,下单,广告,平板
user_8639,2025-01-12 07:33:50,item_451,浏览,自然流量,电脑
user_8269,2024-11-18 20:32:17,item_437,浏览,自然流量,平板
user_2258,2024-09-10 14:43:47,item_269,浏览,自然流量,手机
user_8355,2024-10-08 13:15:45,item_204,收藏,自然流量,电脑
user_1850,2025-06-11 10:47:59,item_247,浏览,活动,电脑
user_1009,2024-12-06 03:29:42,item_110,浏览,广告,手机
user_1654,2025-04-22 15:22:03,item_131,浏览,活动,平板
user_6953,2024-10-28 06:13:50,item_181,加购,自然流量,电脑
user_6600,2025-01-20 05:39:33,item_414,加购,自然流量,平板
user_3428,2025-05-09 01:20:27,item_261,浏览,广告,电脑
user_5322,2024-07-27 03:38:46,item_322,浏览,自然流量,电脑
user_9798,2024-11-09 07:00:16,item_406,收藏,广告,电脑
user_6898,2024-09-16 05:20:21,item_284,加购,自然流量,电脑
user_2404,2025-02-23 05:06:58,item_52,浏览,广告,平板
user_6701,2025-06-25 00:40:43,item_27,浏览,广告,手机
user_5067,2025-01-17 09:46:18,item_166,浏览,自然流量,平板
user_5906,2025-04-23 22:49:02,item_306,加购,广告,平板
user_962,2025-01-21 13:50:24,item_433,浏览,广告,电脑
user_2587,2024-11-15 06:42:43,item_21,加购,自然流量,电脑
user_7147,2025-03-01 07:24:04,item_174,加购,广告,手机
user_3075,2024-08-30 19:32:31,item_160,浏览,广告,平板
user_4728,2025-03-23 02:01:15,item_468,浏览,活动,平板
user_9030,2024-08-11 20:07:56,item_313,浏览,广告,平板
user_3007,2025-01-02 13:04:49,item_118,加购,广告,电脑
user_9468,2025-01-26 09:32:15,item_370,浏览,自然流量,平板
user_1822,2025-02-15 13:39:14,item_214,下单,自然流量,手机
user_4349,2024-10-31 23:36:12,item_431,浏览,活动,手机
user_4545,2024-11-07 03:25:06,item_78,加购,广告,平板
user_6079,2025-06-02 04:14:39,item_476,下单,广告,手机
user_2097,2025-02-23 10:52:02,item_303,加购,广告,电脑
user_7428,2025-05-05 22:55:41,item_130,加购,活动,手机
user_9746,2025-02-22 09:19:07,item_286,浏览,自然流量,平板
user_7107,2024-07-19 03:11:02,item_330,浏览,活动,平板
user_2068,2025-05-06 18:38:21,item_85,下单,自然流量,电脑
user_1780,2025-02-05 20:48:49,item_323,浏览,活动,手机
user_1940,2025-01-15 13:50:12,item_247,浏览,广告,手机
user_5624,2024-10-22 13:17:57,item_336,下单,自然流量,手机
user_5117,2025-03-27 18:56:39,item_402,加购,活动,电脑
user_5208,2025-06-05 19:33:48,item_157,下单,广告,手机
user_2844,2025-03-16 17:37:46,item_123,收藏,活动,平板
user_9732,2025-04-30 21:01:56,item_310,加购,广告,手机
user_5916,2024-07-26 03:47:55,item_430,加购,广告,手机
user_7856,2025-06-17 15:40:02,item_80,下单,活动,电脑
user_4306,2024-08-31 23:42:19,item_403,浏览,自然流量,平板
user_6264,2025-01-27 19:18:30,item_414,浏览,自然流量,电脑
user_5983,2024-11-19 07:54:35,item_391,浏览,广告,电脑
user_4666,2024-11-01 22:11:39,item_93,浏览,活动,平板
user_518,2024-11-13 20:28:05,item_412,加购,活动,手机
user_9853,2025-05-06 07:30:08,item_349,浏览,自然流量,平板
user_822,2025-01-14 03:29:16,item_77,浏览,活动,电脑
user_6199,2025-05-18 16:23:09,item_65,浏览,自然流量,平板
user_1195,2025-06-06 04:00:36,item_218,加购,自然流量,平板
user_7481,2025-05-28 17:18:12,item_81,加购,自然流量,手机
user_8352,2024-08-08 14:32:06,item_48,加购,广告,平板
user_3208,2024-11-19 23:35:03,item_408,浏览,自然流量,电脑
user_9792,2024-12-22 13:49:44,item_181,浏览,自然流量,手机
user_2277,2024-11-07 16:47:25,item_332,浏览,活动,电脑
user_2265,2025-04-16 23:46:26,item_79,浏览,自然流量,电脑
user_9027,2025-02-22 18:14:16,item_101,加购,自然流量,手机
user_996,2024-09-03 17:00:01,item_187,下单,活动,电脑
user_1476,2024-09-18 04:49:34,item_275,浏览,自然流量,手机
user_7723,2025-01-21 14:30:59,item_411,收藏,活动,手机
user_4057,2024-09-14 11:21:53,item_498,下单,广告,手机
user_3769,2025-05-24 05:46:39,item_289,下单,自然流量,平板
user_8303,2024-08-03 08:41:40,item_412,浏览,活动,电脑
user_2785,2025-02-09 20:26:48,item_340,浏览,活动,平板
user_8794,2024-09-20 05:21:34,item_288,加购,自然流量,手机
user_950,2024-10-25 10:50:07,item_433,收藏,自然流量,电脑
user_8097,2025-01-19 10:50:52,item_271,加购,自然流量,手机
user_9074,2025-04-18 15:54:38,item_272,加购,广告,电脑
user_7425,2025-02-03 18:30:47,item_169,加购,活动,手机
user_8128,2024-08-01 06:21:12,item_236,浏览,活动,电脑
user_236,2025-01-25 08:52:40,item_237,收藏,自然流量,平板
user_7695,2025-06-07 21:17:51,item_316,收藏,广告,平板
user_6139,2025-03-31 21:41:47,item_415,加购,广告,电脑
user_41,2025-04-19 21:58:03,item_20,加购,广告,平板
user_7843,2024-07-12 14:17:03,item_440,浏览,广告,手机
user_1548,2025-04-07 01:32:55,item_393,收藏,活动,平板
user_789,2024-07-18 04:49:36,item_476,下单,自然流量,电脑
user_7638,2024-09-10 19:13:41,item_32,收藏,活动,手机
user_5813,2025-01-19 14:21:09,item_430,下单,广告,手机
user_6905,2024-07-21 21:46:42,item_230,浏览,活动,电脑
user_355,2025-05-10 18:26:24,item_156,浏览,自然流量,手机
user_6621,2024-10-04 22:15:21,item_208,浏览,自然流量,平板
user_5973,2025-05-29 00:44:21,item_265,浏览,自然流量,平板
user_4159,2024-11-23 05:46:54,item_56,浏览,自然流量,平板
user_7640,2024-09-08 01:59:20,item_472,浏览,广告,电脑
user_9455,2024-10-05 06:46:56,item_421,浏览,自然流量,手机
user_1985,2024-08-15 00:38:07,item_353,收藏,活动,手机
user_2603,2025-03-26 21:27:56,item_266,收藏,广告,手机
user_5354,2025-02-17 06:30:19,item_125,收藏,活动,平板
user_6005,2025-05-09 17:19:49,item_233,收藏,活动,手机
user_6264,2024-09-01 20:35:10,item_439,加购,广告,电脑
user_9046,2024-10-25 17:25:56,item_109,浏览,自然流量,手机
user_2023,2025-06-16 21:31:51,item_105,浏览,自然流量,电脑
user_8404,2024-08-26 14:51:58,item_341,收藏,活动,平板
user_9375,2024-08-05 13:46:48,item_87,收藏,自然流量,电脑
user_8815,2025-03-21 06:52:29,item_87,浏览,广告,手机
user_2898,2025-02-17 21:06:01,item_108,浏览,活动,平板
user_5167,2025-06-01 23:22:17,item_317,浏览,自然流量,手机
user_1750,2024-11-17 08:04:11,item_323,加购,广告,手机
user_2209,2025-02-04 15:53:27,item_241,收藏,广告,电脑
user_7410,2024-12-23 14:00:49,item_114,收藏,广告,电脑
user_8621,2025-04-11 19:28:38,item_203,浏览,活动,平板
user_4246,2025-05-19 08:03:10,item_499,下单,自然流量,手机
user_7912,2024-09-28 16:46:07,item_267,浏览,广告,平板
user_8985,2025-04-19 00:31:34,item_388,加购,活动,平板
user_3128,2025-05-21 14:11:00,item_442,浏览,活动,手机
user_22,2024-07-16 20:31:48,item_44,浏览,自然流量,电脑
user_4376,2025-05-19 00:53:53,item_386,下单,自然流量,平板
user_3167,2025-02-09 20:44:56,item_93,下单,广告,手机
user_345,2025-04-08 07:03:26,item_442,下单,广告,平板
user_6885,2025-06-20 09:32:18,item_82,加购,自然流量,电脑
user_2647,2024-08-05 02:40:29,item_115,加购,活动,平板
user_2453,2024-09-01 23:45:01,item_308,浏览,广告,电脑
user_3757,2024-07-21 05:46:48,item_361,浏览,自然流量,平板
user_8355,2025-01-12 15:53:38,item_228,加购,活动,电脑
user_6798,2024-10-26 18:01:15,item_269,收藏,活动,手机
user_5895,2024-08-25 17:54:29,item_379,浏览,活动,手机
user_8552,2024-12-27 00:42:11,item_194,加购,活动,平板
user_519,2025-06-12 23:09:26,item_472,浏览,活动,手机
user_7040,2024-09-09 16:19:42,item_200,浏览,广告,手机
user_7614,2024-10-19 07:02:16,item_14,浏览,活动,手机
user_4636,2024-07-31 20:49:41,item_459,下单,自然流量,手机
user_2665,2024-07-30 12:00:07,item_488,浏览,广告,电脑
user_3187,2024-10-19 11:59:11,item_372,浏览,活动,平板
user_7511,2025-04-03 17:17:34,item_461,下单,活动,手机
user_6536,2024-11-29 14:37:17,item_85,收藏,活动,手机
user_3938,2024-07-30 20:59:48,item_92,浏览,广告,电脑
user_3237,2024-09-11 00:29:01,item_413,浏览,自然流量,平板
user_1764,2024-10-01 12:46:17,item_9,浏览,活动,平板
user_1185,2024-07-29 05:09:49,item_314,加购,自然流量,平板
user_8772,2024-11-02 17:17:00,item_314,浏览,广告,手机
user_7891,2025-06-04 10:34:43,item_496,加购,自然流量,手机
user_5605,2025-03-02 15:15:29,item_353,收藏,活动,平板
user_1705,2024-11-12 01:09:01,item_102,浏览,自然流量,电脑
user_3764,2024-11-14 09:51:52,item_49,浏览,自然流量,平板
user_3148,2024-09-10 16:25:28,item_170,浏览,自然流量,平板
user_6170,2025-05-22 08:40:06,item_121,浏览,广告,平板
user_2014,2024-07-17 14:43:17,item_326,浏览,自然流量,电脑
user_4966,2024-07-21 00:43:28,item_77,浏览,活动,手机
user_8667,2024-10-29 05:02:54,item_198,浏览,广告,平板
user_5988,2024-09-21 10:25:09,item_424,收藏,广告,手机
user_9757,2024-07-11 19:04:31,item_71,加购,活动,电脑
user_4862,2024-09-08 08:47:59,item_112,浏览,自然流量,电脑
user_1916,2024-07-19 12:30:24,item_81,收藏,广告,电脑
user_6962,2025-05-06 15:06:38,item_85,浏览,自然流量,手机
user_6945,2024-10-24 00:00:10,item_240,加购,活动,电脑
user_6981,2024-10-19 22:19:44,item_217,浏览,活动,电脑
user_8445,2024-06-30 15:18:16,item_329,浏览,广告,平板
user_6418,2024-12-18 07:54:16,item_356,收藏,广告,电脑
user_5571,2024-12-14 21:36:38,item_383,浏览,广告,平板
user_6722,2025-01-19 13:55:40,item_460,加购,活动,电脑
user_4072,2024-07-30 19:24:38,item_285,浏览,活动,平板
user_4786,2025-03-14 12:31:13,item_377,加购,广告,平板
user_8858,2025-03-30 05:55:39,item_300,收藏,活动,电脑
user_4049,2024-08-04 09:55:45,item_235,收藏,广告,电脑
user_428,2025-06-08 17:34:03,item_39,加购,自然流量,手机
user_4805,2024-07-15 01:56:22,item_293,浏览,自然流量,平板
user_6258,2025-02-21 03:08:24,item_228,浏览,广告,电脑
user_1759,2025-06-06 12:24:10,item_490,收藏,活动,平板
user_4057,2025-04-10 04:41:46,item_497,加购,自然流量,平板
user_7804,2024-12-01 19:39:12,item_43,加购,广告,电脑
user_1315,2024-11-13 16:20:07,item_354,浏览,活动,手机
user_5551,2025-02-20 01:43:03,item_346,下单,活动,平板
user_5956,2025-01-25 20:58:31,item_291,收藏,广告,手机
user_42,2024-10-22 08:33:05,item_400,浏览,自然流量,平板
user_6920,2025-03-11 09:15:26,item_316,下单,活动,平板
user_5683,2025-04-20 22:25:48,item_90,浏览,活动,电脑
user_1161,2024-10-26 03:44:05,item_399,下单,广告,平板
user_8770,2024-10-28 20:05:25,item_11,收藏,自然流量,手机
user_7619,2024-12-20 23:38:30,item_346,浏览,活动,平板
user_6010,2024-12-01 15:05:14,item_263,浏览,自然流量,手机
user_6539,2025-04-10 14:12:21,item_405,浏览,自然流量,平板
user_4324,2025-05-18 15:31:08,item_147,浏览,自然流量,平板
user_49,2025-03-28 13:56:43,item_315,收藏,广告,手机
user_4587,2024-12-11 11:39:42,item_316,浏览,广告,平板
user_2384,2024-09-26 20:11:56,item_205,浏览,自然流量,平板
user_7184,2025-04-13 15:44:46,item_269,收藏,自然流量,电脑
user_7142,2025-05-03 10:14:26,item_467,浏览,广告,手机
user_1074,2024-10-23 06:25:58,item_303,浏览,活动,电脑
user_4119,2024-10-31 01:52:02,item_237,浏览,自然流量,电脑
user_8737,2025-06-05 20:59:06,item_300,收藏,广告,平板
user_9094,2024-10-22 13:10:50,item_90,浏览,活动,电脑
user_305,2024-08-12 03:08:28,item_316,浏览,活动,平板
user_6955,2025-04-26 18:32:03,item_251,浏览,自然流量,手机
user_9846,2025-01-29 11:57:27,item_172,收藏,广告,平板
user_5738,2025-04-10 19:25:36,item_383,浏览,自然流量,平板
user_3817,2024-09-06 00:26:07,item_96,下单,自然流量,手机
user_4398,2025-02-13 18:01:08,item_162,浏览,广告,平板
user_7054,2025-02-11 04:16:54,item_348,浏览,活动,平板
user_91,2024-08-03 19:41:23,item_410,下单,广告,平板
user_3111,2024-08-20 13:12:39,item_96,浏览,自然流量,电脑
user_6250,2024-12-01 13:31:31,item_249,浏览,广告,电脑
user_8409,2025-06-26 05:31:19,item_46,加购,自然流量,手机
user_1066,2025-02-20 01:22:29,item_272,浏览,活动,手机
user_8019,2025-05-25 17:52:15,item_479,收藏,广告,电脑
user_3159,2025-06-13 01:21:51,item_322,加购,广告,电脑
user_1931,2025-02-13 20:57:26,item_487,浏览,自然流量,手机
user_6146,2024-10-08 07:20:36,item_134,浏览,广告,平板
user_1828,2024-11-06 04:15:57,item_62,浏览,活动,手机
user_1944,2024-08-24 22:55:28,item_287,浏览,广告,手机
user_2190,2024-07-18 00:59:53,item_273,加购,广告,平板
user_1490,2024-12-05 14:08:50,item_117,浏览,活动,平板
user_3532,2024-10-23 19:06:06,item_299,浏览,活动,电脑
user_8470,2025-03-19 11:03:14,item_479,浏览,自然流量,手机
user_1861,2024-07-28 12:15:43,item_340,加购,活动,手机
user_9619,2025-06-24 17:52:49,item_52,浏览,自然流量,手机
user_1457,2025-02-21 16:58:43,item_418,收藏,活动,平板
user_2954,2025-06-17 22:04:23,item_89,收藏,广告,平板
user_5845,2025-04-07 14:37:31,item_500,下单,广告,电脑
user_6782,2025-05-04 18:35:45,item_499,加购,活动,平板
user_630,2024-08-05 15:28:50,item_237,浏览,广告,电脑
user_7804,2024-07-05 13:09:55,item_322,浏览,活动,手机
user_6365,2024-12-06 12:17:00,item_370,浏览,广告,手机
user_4090,2024-08-06 06:58:43,item_433,浏览,广告,手机
user_3834,2025-06-18 01:24:03,item_188,下单,活动,平板
user_39,2025-03-23 11:25:03,item_145,浏览,活动,电脑
user_8929,2025-04-13 05:29:59,item_420,收藏,自然流量,手机
