用户ID,性别,年龄,注册时间,省份,设备类型,是否会员
user_8298,女,57,2023-10-17,北京,手机,1
user_8299,男,26,2023-08-08,上海,平板,0
user_8300,男,58,2024-01-18,广东,电脑,0
user_8301,男,51,2025-02-17,四川,手机,1
user_8302,男,30,2024-04-25,广东,平板,0
user_8303,女,53,2023-08-20,北京,手机,0
user_8304,男,42,2024-08-20,广东,平板,0
user_8305,女,41,2024-06-25,浙江,平板,1
user_8306,男,34,2023-11-14,北京,电脑,1
user_8307,女,19,2023-11-22,北京,手机,0
user_8308,男,30,2025-05-21,广东,电脑,1
user_8309,男,48,2025-04-09,北京,平板,0
user_8310,男,46,2024-01-06,上海,电脑,0
user_8311,女,45,2025-03-21,四川,平板,1
user_8312,女,44,2024-04-17,北京,手机,0
user_8313,女,32,2025-03-30,上海,电脑,1
user_8314,女,48,2023-07-05,北京,手机,1
user_8315,男,57,2023-09-28,广东,手机,0
user_8316,男,32,2025-02-11,上海,手机,0
user_8317,男,50,2025-01-01,上海,平板,0
user_8318,男,37,2024-01-05,北京,手机,1
user_8319,女,59,2024-04-19,四川,手机,0
user_8320,男,29,2025-02-14,四川,平板,0
user_8321,女,54,2024-06-04,浙江,电脑,1
user_8322,男,26,2024-01-03,上海,手机,0
user_8323,男,40,2025-01-18,四川,手机,0
user_8324,男,25,2023-07-22,上海,电脑,1
user_8325,男,49,2023-11-27,北京,电脑,0
user_8326,男,31,2024-06-17,浙江,平板,1
user_8327,女,44,2025-01-17,北京,电脑,0
user_8328,女,42,2025-02-13,北京,手机,0
user_8329,男,30,2023-09-06,四川,手机,1
user_8330,女,38,2024-08-03,北京,电脑,0
user_8331,男,48,2024-11-24,上海,平板,0
user_8332,男,54,2023-12-04,北京,手机,1
user_8333,女,22,2024-06-27,四川,电脑,1
user_8334,男,30,2024-04-23,浙江,手机,1
user_8335,女,45,2024-12-06,浙江,电脑,0
user_8336,女,42,2024-02-23,浙江,电脑,0
user_8337,女,52,2025-06-22,浙江,手机,0
user_8338,男,56,2024-03-02,浙江,平板,0
user_8339,男,24,2023-10-27,浙江,手机,0
user_8340,女,55,2024-10-26,四川,平板,0
user_8341,男,49,2025-01-11,北京,电脑,1
user_8342,男,20,2023-07-28,上海,平板,1
user_8343,男,56,2025-01-24,北京,电脑,1
user_8344,女,54,2025-06-23,北京,手机,1
user_8345,女,39,2024-08-25,浙江,平板,1
user_8346,女,25,2024-08-03,四川,手机,0
user_8347,男,34,2023-09-28,上海,平板,1
user_8348,男,44,2024-01-08,北京,电脑,0
user_8349,女,50,2024-07-03,四川,手机,0
user_8350,女,34,2024-11-02,北京,电脑,0
user_8351,女,59,2024-02-13,上海,手机,0
user_8352,男,29,2023-11-27,广东,手机,0
user_8353,女,44,2024-03-31,广东,平板,1
user_8354,女,25,2025-05-15,广东,平板,0
user_8355,男,40,2023-08-05,上海,电脑,1
user_8356,男,59,2025-04-26,四川,电脑,0
user_8357,男,46,2024-11-24,四川,电脑,0
user_8358,女,37,2023-12-12,四川,电脑,1
user_8359,女,33,2023-09-21,广东,手机,0
user_8360,男,34,2023-12-26,四川,电脑,0
user_8361,男,33,2024-10-29,广东,平板,0
user_8362,男,36,2024-05-28,浙江,电脑,0
user_8363,女,25,2024-03-04,上海,电脑,0
user_8364,男,55,2023-07-07,上海,平板,0
user_8365,男,55,2023-11-02,广东,平板,0
user_8366,女,46,2025-03-04,广东,电脑,1
user_8367,女,58,2024-01-26,浙江,电脑,1
user_8368,女,53,2024-09-22,浙江,平板,1
user_8369,男,43,2023-09-26,浙江,手机,1
user_8370,男,48,2024-04-28,上海,手机,1
user_8371,男,29,2025-02-27,北京,电脑,1
user_8372,女,34,2023-12-31,上海,平板,1
user_8373,女,32,2023-07-02,浙江,手机,0
user_8374,女,26,2023-07-28,广东,平板,1
user_8375,男,56,2024-09-19,四川,手机,0
user_8376,女,59,2025-02-23,广东,手机,1
user_8377,女,29,2024-12-13,上海,平板,0
user_8378,女,49,2024-06-29,上海,平板,1
user_8379,男,42,2024-12-11,北京,电脑,1
user_8380,男,56,2024-10-01,北京,电脑,1
user_8381,男,35,2023-10-24,上海,电脑,0
user_8382,男,32,2024-04-09,四川,平板,0
user_8383,女,49,2025-02-13,北京,电脑,1
user_8384,女,23,2023-09-03,广东,电脑,1
user_8385,女,52,2024-01-05,上海,平板,1
user_8386,男,51,2023-10-26,浙江,平板,1
user_8387,男,55,2024-07-18,浙江,电脑,0
user_8388,女,22,2023-09-04,北京,手机,1
user_8389,女,35,2024-12-09,广东,电脑,1
user_8390,女,33,2024-10-18,浙江,电脑,0
user_8391,男,25,2024-03-14,上海,手机,0
user_8392,男,42,2025-06-18,四川,电脑,0
user_8393,男,49,2025-02-04,浙江,手机,0
user_8394,女,43,2024-10-23,四川,电脑,1
user_8395,男,39,2023-08-11,北京,平板,1
user_8396,男,48,2023-08-11,浙江,平板,0
user_8397,女,27,2024-03-28,北京,平板,1
user_8398,女,29,2024-11-07,北京,平板,0
user_8399,女,45,2023-10-23,北京,平板,0
user_8400,女,23,2024-12-21,广东,手机,0
user_8401,男,37,2024-08-15,上海,电脑,1
user_8402,男,22,2025-03-01,上海,电脑,1
user_8403,女,40,2023-09-17,上海,平板,1
user_8404,女,26,2023-10-01,北京,手机,1
user_8405,男,46,2024-07-08,浙江,平板,1
user_8406,女,33,2023-12-23,北京,电脑,0
user_8407,女,39,2024-02-27,广东,电脑,1
user_8408,女,25,2024-09-01,四川,电脑,1
user_8409,男,37,2025-02-27,北京,平板,1
user_8410,女,31,2024-11-07,浙江,手机,1
user_8411,女,56,2025-02-02,上海,平板,0
user_8412,男,54,2024-03-21,北京,电脑,0
user_8413,女,51,2025-03-12,上海,电脑,1
user_8414,女,28,2025-05-18,四川,平板,1
user_8415,女,57,2024-05-31,四川,手机,0
user_8416,女,50,2025-01-15,北京,电脑,0
user_8417,男,48,2023-11-22,上海,电脑,1
user_8418,女,51,2023-07-12,北京,平板,0
user_8419,男,24,2024-12-12,北京,电脑,0
user_8420,女,40,2024-04-14,四川,手机,0
user_8421,女,24,2024-03-30,广东,电脑,1
user_8422,男,42,2025-01-08,上海,手机,1
user_8423,女,20,2023-10-08,四川,电脑,0
user_8424,女,55,2024-01-06,上海,平板,0
user_8425,女,37,2025-05-24,广东,手机,0
user_8426,男,51,2023-07-26,浙江,手机,1
user_8427,女,47,2024-07-06,浙江,平板,1
user_8428,男,34,2024-12-25,上海,手机,0
user_8429,女,27,2024-05-30,广东,电脑,1
user_8430,女,52,2024-09-02,浙江,手机,0
user_8431,女,37,2024-02-09,四川,平板,0
user_8432,男,35,2024-08-20,四川,电脑,0
user_8433,女,44,2024-12-18,北京,平板,0
user_8434,女,53,2024-07-10,四川,手机,0
user_8435,女,40,2023-11-20,北京,手机,1
user_8436,女,49,2024-09-08,广东,电脑,1
user_8437,男,27,2023-11-17,北京,平板,0
user_8438,男,28,2024-08-21,四川,电脑,1
user_8439,女,55,2024-03-22,上海,平板,1
user_8440,女,23,2024-03-03,上海,平板,1
user_8441,男,58,2025-01-14,上海,电脑,1
user_8442,女,51,2024-06-23,四川,平板,1
user_8443,女,53,2024-01-25,北京,手机,1
user_8444,男,54,2025-04-29,上海,电脑,0
user_8445,男,34,2025-04-01,广东,手机,0
user_8446,男,57,2024-10-03,四川,手机,0
user_8447,男,57,2025-06-05,浙江,电脑,0
user_8448,女,29,2025-04-24,浙江,电脑,0
user_8449,男,38,2024-08-29,四川,电脑,1
user_8450,男,57,2023-10-28,四川,手机,1
user_8451,女,36,2023-08-18,北京,电脑,1
user_8452,女,20,2024-08-11,四川,手机,0
user_8453,男,35,2023-10-24,北京,手机,1
user_8454,男,36,2024-06-09,四川,手机,1
user_8455,男,23,2024-02-10,上海,电脑,0
user_8456,女,33,2025-03-23,浙江,平板,0
user_8457,男,25,2024-01-16,北京,电脑,0
user_8458,男,35,2024-08-19,广东,平板,1
user_8459,男,56,2024-04-06,浙江,电脑,1
user_8460,女,29,2024-06-12,浙江,平板,0
user_8461,女,27,2023-06-26,广东,手机,1
user_8462,女,24,2025-02-17,广东,电脑,1
user_8463,女,18,2024-11-02,浙江,手机,1
user_8464,女,53,2024-07-22,浙江,电脑,1
user_8465,男,38,2024-04-15,四川,平板,0
user_8466,男,54,2025-01-15,浙江,平板,1
user_8467,女,41,2023-11-17,浙江,平板,1
user_8468,男,42,2025-05-11,北京,手机,1
user_8469,女,24,2023-07-10,上海,手机,0
user_8470,男,59,2024-10-19,浙江,手机,1
user_8471,男,34,2025-04-21,北京,手机,0
user_8472,女,46,2024-04-03,广东,电脑,0
user_8473,女,47,2025-02-17,浙江,手机,0
user_8474,男,24,2024-10-19,四川,平板,0
user_8475,女,50,2023-12-28,广东,手机,1
user_8476,男,24,2024-03-01,广东,手机,1
user_8477,女,41,2025-01-06,上海,平板,0
user_8478,女,28,2023-08-14,浙江,电脑,1
user_8479,女,26,2024-11-18,北京,手机,1
user_8480,男,29,2024-08-17,浙江,平板,0
user_8481,男,52,2025-03-23,广东,手机,1
user_8482,女,21,2024-04-21,四川,手机,0
user_8483,男,53,2023-11-20,浙江,电脑,0
user_8484,男,45,2024-08-06,广东,手机,0
user_8485,女,30,2024-12-07,浙江,手机,0
user_8486,女,40,2024-07-16,上海,手机,1
user_8487,男,36,2025-02-09,上海,电脑,0
user_8488,男,59,2024-08-27,北京,手机,0
user_8489,女,54,2023-10-23,北京,手机,1
user_8490,男,56,2024-10-14,上海,电脑,0
user_8491,男,41,2024-01-31,浙江,手机,1
user_8492,男,33,2024-03-02,上海,手机,0
user_8493,男,50,2024-05-09,四川,平板,0
user_8494,女,29,2024-11-04,广东,电脑,0
user_8495,男,51,2024-03-02,广东,平板,1
user_8496,男,24,2023-09-19,广东,电脑,0
user_8497,女,28,2023-09-08,北京,平板,1
user_8498,男,48,2024-08-05,浙江,电脑,1
user_8499,男,46,2024-11-18,浙江,电脑,1
user_8500,女,30,2023-08-16,广东,电脑,0
user_8501,男,48,2023-07-30,广东,电脑,0
user_8502,女,19,2025-04-04,四川,平板,0
user_8503,女,56,2025-06-23,广东,手机,1
user_8504,男,32,2023-10-04,上海,平板,1
user_8505,男,28,2023-11-11,四川,电脑,1
user_8506,男,51,2025-05-04,广东,平板,0
user_8507,男,56,2023-07-20,四川,手机,0
user_8508,女,21,2023-11-29,四川,平板,1
user_8509,男,28,2023-09-17,上海,手机,1
user_8510,男,46,2024-07-06,上海,手机,0
user_8511,女,19,2023-11-21,四川,平板,1
user_8512,女,33,2023-09-10,广东,手机,0
user_8513,男,56,2023-07-20,广东,手机,1
user_8514,女,30,2024-09-11,浙江,平板,1
user_8515,男,54,2024-11-05,浙江,平板,1
user_8516,男,34,2025-04-05,广东,电脑,1
user_8517,女,38,2024-04-22,北京,电脑,1
user_8518,男,36,2024-11-18,上海,平板,1
user_8519,男,24,2024-07-10,北京,手机,1
user_8520,男,55,2024-08-07,广东,手机,1
user_8521,女,25,2024-10-22,上海,手机,0
user_8522,女,30,2024-12-21,广东,平板,1
user_8523,男,54,2024-09-26,浙江,电脑,0
user_8524,女,19,2024-01-10,上海,平板,1
user_8525,女,58,2023-08-03,四川,电脑,0
user_8526,男,28,2024-04-05,四川,平板,1
user_8527,女,41,2023-12-14,广东,电脑,1
user_8528,女,23,2024-10-08,广东,手机,0
user_8529,女,43,2025-01-03,北京,平板,1
user_8530,男,24,2023-08-20,北京,手机,0
user_8531,男,56,2023-07-06,北京,平板,0
user_8532,女,36,2025-06-17,上海,电脑,1
user_8533,男,23,2025-06-10,上海,电脑,1
user_8534,女,46,2023-12-05,上海,平板,0
user_8535,男,56,2024-11-16,上海,电脑,1
user_8536,女,19,2024-07-11,四川,手机,0
user_8537,女,36,2025-06-16,浙江,手机,0
user_8538,男,21,2025-05-17,北京,平板,0
user_8539,女,23,2025-04-02,四川,平板,1
user_8540,女,54,2023-08-27,北京,平板,1
user_8541,男,45,2024-06-23,上海,电脑,1
user_8542,女,47,2025-03-09,浙江,平板,0
user_8543,女,24,2024-11-03,四川,电脑,1
user_8544,女,26,2023-08-12,北京,电脑,1
user_8545,男,42,2024-04-01,四川,平板,0
user_8546,男,50,2024-09-01,浙江,手机,1
user_8547,女,18,2025-01-23,广东,平板,0
user_8548,男,23,2025-06-23,广东,电脑,1
user_8549,男,35,2025-05-17,广东,电脑,1
user_8550,女,27,2024-05-14,广东,电脑,0
user_8551,男,45,2025-03-25,四川,电脑,0
user_8552,女,28,2024-04-07,上海,平板,0
user_8553,女,50,2025-03-03,浙江,电脑,1
user_8554,男,18,2024-12-27,四川,手机,1
user_8555,女,30,2023-08-10,浙江,电脑,0
user_8556,男,54,2025-03-26,浙江,电脑,0
user_8557,女,37,2024-10-17,广东,手机,1
user_8558,女,18,2024-01-18,四川,手机,0
user_8559,女,20,2024-08-09,上海,平板,1
user_8560,男,35,2023-07-27,上海,手机,0
user_8561,女,58,2025-01-16,广东,电脑,0
user_8562,女,31,2023-08-19,上海,电脑,0
user_8563,女,48,2025-04-04,广东,平板,1
user_8564,女,44,2024-02-17,上海,手机,0
user_8565,男,34,2023-08-25,广东,电脑,0
user_8566,男,46,2023-12-10,四川,电脑,0
user_8567,男,53,2024-08-02,四川,平板,0
user_8568,男,54,2023-09-09,广东,电脑,1
user_8569,女,43,2023-09-12,浙江,电脑,0
user_8570,女,34,2025-01-09,四川,手机,0
user_8571,女,39,2023-12-22,浙江,电脑,1
user_8572,女,42,2024-08-11,浙江,电脑,0
user_8573,男,19,2024-04-20,浙江,手机,0
user_8574,男,39,2023-11-20,北京,电脑,0
user_8575,男,22,2023-11-23,四川,平板,1
user_8576,女,21,2024-08-07,广东,平板,1
user_8577,男,53,2024-11-17,四川,平板,0
user_8578,男,23,2024-01-05,广东,手机,1
user_8579,男,38,2024-09-10,上海,手机,1
user_8580,男,30,2024-10-23,四川,电脑,1
user_8581,男,54,2023-11-11,北京,手机,1
user_8582,女,42,2024-09-01,北京,手机,0
user_8583,女,43,2025-01-27,浙江,手机,0
user_8584,男,56,2024-09-01,北京,手机,0
user_8585,女,37,2024-05-13,广东,电脑,0
user_8586,男,50,2025-01-25,广东,平板,0
user_8587,女,31,2023-09-15,北京,平板,1
user_8588,男,53,2025-02-10,上海,电脑,1
user_8589,男,34,2024-11-03,广东,电脑,0
user_8590,男,38,2024-09-15,四川,手机,1
user_8591,女,33,2024-03-30,北京,平板,1
user_8592,女,33,2024-11-30,北京,电脑,0
user_8593,男,37,2024-06-16,广东,平板,0
user_8594,男,46,2024-12-22,上海,平板,1
user_8595,男,45,2024-11-23,浙江,平板,0
user_8596,女,25,2024-05-22,北京,手机,0
user_8597,男,41,2025-05-11,上海,手机,0
user_8598,女,20,2023-09-14,四川,电脑,0
user_8599,男,42,2023-11-02,北京,平板,1
user_8600,男,36,2025-03-02,北京,手机,1
user_8601,男,50,2023-11-13,浙江,电脑,1
user_8602,女,19,2024-08-26,浙江,手机,1
user_8603,女,32,2024-05-02,四川,手机,1
user_8604,女,39,2024-07-22,北京,手机,0
user_8605,女,27,2024-03-14,上海,平板,0
user_8606,男,35,2024-11-17,北京,电脑,1
user_8607,男,39,2023-10-26,浙江,电脑,1
user_8608,男,44,2024-08-13,上海,手机,0
user_8609,女,30,2024-10-03,北京,平板,0
user_8610,男,50,2024-06-04,北京,平板,0
user_8611,男,22,2025-06-20,四川,平板,0
user_8612,男,43,2024-03-25,北京,手机,1
user_8613,女,30,2025-05-26,四川,平板,1
user_8614,男,44,2024-02-25,北京,电脑,0
user_8615,男,31,2024-08-26,北京,电脑,1
user_8616,女,41,2024-03-04,四川,平板,0
user_8617,男,20,2025-04-12,四川,平板,1
user_8618,男,47,2024-04-09,四川,电脑,0
user_8619,女,52,2024-05-11,广东,手机,1
user_8620,男,31,2025-02-08,北京,手机,0
user_8621,男,29,2024-10-29,上海,电脑,0
user_8622,男,45,2024-05-25,浙江,电脑,0
user_8623,男,46,2025-03-28,广东,电脑,1
user_8624,男,34,2025-01-09,四川,平板,0
user_8625,女,57,2024-03-03,北京,电脑,0
user_8626,男,38,2024-10-10,广东,电脑,1
user_8627,女,40,2023-12-29,广东,平板,1
user_8628,男,37,2024-09-05,浙江,手机,1
user_8629,男,28,2024-08-22,浙江,手机,1
user_8630,女,51,2023-12-09,广东,电脑,1
user_8631,男,27,2024-04-12,四川,平板,1
user_8632,男,27,2025-02-09,浙江,电脑,0
user_8633,女,23,2024-08-26,北京,电脑,0
user_8634,男,53,2025-06-14,广东,平板,1
user_8635,女,41,2025-01-24,浙江,电脑,0
user_8636,女,29,2024-01-09,上海,平板,1
user_8637,女,40,2024-03-31,浙江,电脑,0
user_8638,女,44,2024-06-11,上海,手机,0
user_8639,女,54,2024-06-07,广东,电脑,0
user_8640,女,23,2024-04-29,北京,电脑,1
user_8641,女,18,2023-06-26,四川,电脑,0
user_8642,男,23,2025-01-10,浙江,手机,1
user_8643,女,39,2023-07-22,北京,手机,1
user_8644,女,58,2024-02-01,上海,平板,1
user_8645,女,41,2024-09-30,北京,手机,1
user_8646,男,42,2023-07-08,广东,电脑,1
user_8647,女,32,2024-08-01,北京,手机,1
user_8648,女,43,2023-10-08,浙江,手机,1
user_8649,女,25,2025-05-17,广东,手机,0
user_8650,男,41,2024-02-15,广东,电脑,0
user_8651,男,55,2023-07-01,北京,平板,0
user_8652,女,23,2024-02-14,上海,电脑,0
user_8653,男,52,2023-12-15,广东,手机,1
user_8654,女,59,2023-12-09,北京,手机,1
user_8655,女,18,2025-04-20,四川,电脑,0
user_8656,女,53,2024-02-25,上海,手机,1
user_8657,男,29,2023-07-12,广东,手机,0
user_8658,女,55,2025-02-14,上海,电脑,0
user_8659,男,28,2025-03-25,上海,平板,0
user_8660,女,29,2024-12-12,广东,电脑,0
user_8661,女,59,2025-03-25,四川,平板,0
user_8662,女,56,2024-01-26,上海,手机,0
user_8663,男,24,2025-06-08,北京,手机,0
user_8664,男,28,2024-08-29,四川,电脑,1
user_8665,男,53,2024-07-27,北京,电脑,0
user_8666,女,48,2024-08-31,北京,平板,1
user_8667,男,50,2024-09-11,广东,平板,0
user_8668,女,30,2025-06-14,浙江,平板,0
user_8669,女,35,2024-09-11,北京,手机,0
user_8670,男,58,2023-10-24,浙江,平板,0
user_8671,男,41,2023-09-07,北京,手机,1
user_8672,男,26,2023-07-25,四川,手机,0
user_8673,男,48,2024-06-17,四川,电脑,0
user_8674,女,58,2024-03-28,上海,电脑,1
user_8675,女,27,2023-10-25,四川,平板,1
user_8676,男,19,2023-10-11,广东,电脑,1
user_8677,女,55,2024-01-17,广东,电脑,0
user_8678,女,32,2024-04-06,上海,平板,1
user_8679,男,20,2025-05-16,上海,平板,1
user_8680,男,48,2024-09-20,广东,电脑,1
user_8681,男,23,2024-01-06,上海,平板,1
user_8682,男,20,2023-12-23,广东,手机,0
user_8683,女,28,2024-01-11,四川,平板,0
user_8684,男,32,2025-03-16,广东,手机,0
user_8685,女,45,2024-02-14,广东,电脑,0
user_8686,男,27,2023-09-05,四川,电脑,0
user_8687,男,55,2024-09-11,广东,电脑,1
user_8688,女,24,2024-05-01,浙江,电脑,1
user_8689,男,32,2024-09-10,四川,手机,1
user_8690,女,35,2025-06-07,广东,平板,1
user_8691,男,35,2023-12-11,上海,手机,1
user_8692,女,58,2025-01-16,上海,手机,0
user_8693,女,41,2023-08-24,四川,电脑,0
user_8694,男,19,2025-01-08,广东,平板,0
user_8695,女,57,2024-03-04,上海,手机,0
user_8696,女,37,2025-03-02,广东,平板,0
user_8697,女,51,2024-07-04,广东,手机,0
user_8698,男,43,2023-11-07,北京,电脑,0
user_8699,女,24,2024-07-09,广东,电脑,0
user_8700,女,55,2025-03-28,广东,电脑,1
user_8701,女,47,2025-05-24,广东,手机,0
user_8702,男,59,2024-12-12,四川,平板,1
user_8703,男,22,2024-12-22,北京,平板,1
user_8704,男,28,2024-09-15,上海,手机,1
user_8705,女,18,2025-03-23,上海,平板,1
user_8706,女,51,2025-05-30,北京,手机,0
user_8707,男,18,2023-09-08,上海,平板,1
user_8708,男,36,2024-09-30,广东,电脑,1
user_8709,女,19,2024-11-05,四川,平板,1
user_8710,女,38,2024-02-14,北京,平板,0
user_8711,女,37,2023-07-25,四川,电脑,0
user_8712,男,40,2025-01-13,北京,电脑,0
user_8713,女,38,2025-03-14,四川,电脑,0
user_8714,女,41,2024-09-15,浙江,手机,0
user_8715,女,21,2024-04-17,广东,平板,0
user_8716,男,29,2023-08-25,上海,手机,0
user_8717,男,39,2025-02-20,上海,手机,1
user_8718,女,37,2023-08-08,四川,手机,1
user_8719,男,35,2025-06-11,广东,电脑,0
user_8720,男,18,2025-02-13,广东,平板,0
user_8721,女,47,2024-03-11,四川,电脑,1
user_8722,女,50,2024-03-22,浙江,平板,1
user_8723,女,41,2025-05-09,北京,电脑,0
user_8724,男,31,2025-03-21,浙江,电脑,1
user_8725,女,53,2024-05-28,浙江,手机,0
user_8726,女,22,2024-05-14,浙江,平板,0
user_8727,男,28,2025-06-17,四川,手机,0
user_8728,男,41,2025-04-30,四川,手机,0
user_8729,男,48,2023-09-27,四川,电脑,0
user_8730,女,30,2025-05-01,四川,电脑,1
user_8731,男,33,2025-02-13,浙江,电脑,0
user_8732,男,41,2023-12-19,上海,手机,1
user_8733,女,30,2025-01-26,四川,电脑,0
user_8734,男,41,2024-11-14,浙江,电脑,1
user_8735,男,43,2025-04-15,广东,平板,1
user_8736,男,19,2024-10-05,北京,手机,0
user_8737,女,33,2025-06-16,广东,手机,1
user_8738,女,55,2023-07-04,四川,平板,0
user_8739,男,18,2024-10-30,四川,平板,1
user_8740,女,28,2025-02-18,广东,手机,0
user_8741,女,52,2024-10-29,上海,手机,0
user_8742,女,46,2024-04-18,上海,电脑,0
user_8743,女,54,2023-08-07,北京,电脑,0
user_8744,女,34,2024-02-17,广东,平板,0
user_8745,男,56,2024-08-06,浙江,平板,1
user_8746,女,59,2023-07-27,广东,平板,1
user_8747,女,45,2024-02-29,上海,手机,0
user_8748,女,46,2024-08-18,四川,手机,0
user_8749,男,20,2024-09-06,浙江,手机,1
user_8750,女,27,2023-10-20,四川,电脑,0
user_8751,女,59,2024-03-05,浙江,电脑,1
user_8752,女,31,2024-07-20,浙江,电脑,1
user_8753,男,29,2024-12-18,广东,平板,1
user_8754,男,59,2023-12-14,上海,电脑,0
user_8755,女,47,2023-10-22,广东,平板,0
user_8756,女,49,2023-08-04,上海,平板,0
user_8757,女,49,2024-11-30,上海,电脑,1
user_8758,男,59,2025-01-14,上海,手机,0
user_8759,女,49,2024-04-26,浙江,手机,1
user_8760,男,43,2024-06-06,北京,手机,0
user_8761,男,18,2025-01-30,上海,平板,0
user_8762,女,59,2024-09-30,广东,平板,0
user_8763,女,19,2024-09-14,广东,手机,0
user_8764,女,34,2024-07-22,广东,电脑,0
user_8765,男,47,2023-09-03,广东,平板,0
user_8766,男,56,2023-12-15,北京,平板,1
user_8767,男,24,2024-05-26,浙江,电脑,1
user_8768,男,44,2024-02-06,广东,平板,0
user_8769,女,26,2025-02-25,浙江,手机,0
user_8770,女,39,2024-04-27,浙江,平板,1
user_8771,女,51,2023-10-18,上海,电脑,1
user_8772,男,18,2023-10-06,北京,平板,1
user_8773,男,26,2024-03-13,北京,手机,0
user_8774,女,37,2023-08-29,上海,电脑,1
user_8775,男,36,2024-06-29,上海,手机,1
user_8776,女,53,2024-09-11,四川,平板,1
user_8777,男,57,2025-01-24,广东,电脑,1
user_8778,男,21,2023-08-03,广东,电脑,1
user_8779,男,26,2024-08-24,上海,电脑,1
user_8780,男,58,2024-05-01,北京,手机,1
user_8781,女,39,2024-01-15,四川,手机,1
user_8782,女,35,2023-08-31,上海,平板,0
user_8783,女,29,2024-04-30,北京,平板,1
user_8784,女,59,2024-07-19,浙江,平板,1
user_8785,男,56,2024-05-28,北京,平板,1
user_8786,女,26,2025-02-16,上海,电脑,1
user_8787,女,23,2024-12-19,四川,电脑,0
user_8788,男,36,2023-10-05,浙江,电脑,1
user_8789,女,24,2025-02-06,北京,手机,1
user_8790,男,33,2023-10-08,上海,电脑,1
user_8791,女,22,2024-07-03,浙江,电脑,1
user_8792,女,33,2024-09-02,广东,平板,1
user_8793,女,18,2023-11-26,浙江,平板,1
user_8794,女,54,2024-07-08,浙江,平板,0
user_8795,女,56,2024-04-28,广东,平板,0
user_8796,女,36,2024-11-13,浙江,电脑,1
user_8797,男,54,2024-09-11,上海,电脑,0
user_8798,女,34,2023-11-25,上海,电脑,1
user_8799,男,43,2024-09-03,四川,平板,0
user_8800,女,39,2024-10-16,四川,平板,1
user_8801,女,25,2025-01-17,上海,平板,1
user_8802,女,50,2024-08-06,北京,手机,1
user_8803,女,19,2024-01-03,广东,平板,0
user_8804,女,47,2023-12-31,四川,手机,1
user_8805,男,37,2023-08-20,四川,手机,0
user_8806,女,35,2024-01-18,浙江,平板,0
user_8807,男,27,2025-02-18,四川,手机,0
user_8808,女,41,2024-05-25,四川,电脑,1
user_8809,男,21,2024-03-03,广东,手机,1
user_8810,男,54,2024-12-08,浙江,手机,0
user_8811,女,21,2025-06-12,北京,电脑,0
user_8812,女,30,2024-09-15,上海,手机,1
user_8813,男,42,2023-09-03,广东,手机,0
user_8814,男,30,2023-09-21,浙江,电脑,0
user_8815,女,35,2024-11-28,四川,电脑,0
user_8816,男,41,2024-05-12,广东,电脑,1
user_8817,女,19,2024-05-19,浙江,电脑,1
user_8818,女,50,2024-04-04,北京,手机,0
user_8819,男,36,2024-03-22,浙江,手机,1
user_8820,女,26,2023-11-20,北京,电脑,0
user_8821,男,45,2024-03-01,四川,电脑,0
user_8822,男,52,2024-03-19,北京,手机,0
user_8823,女,56,2024-09-29,浙江,手机,1
user_8824,男,27,2024-11-16,四川,电脑,0
user_8825,女,18,2023-07-14,广东,平板,1
user_8826,女,59,2025-02-12,浙江,平板,1
user_8827,男,38,2024-02-17,四川,手机,0
user_8828,男,26,2023-11-04,浙江,手机,1
user_8829,女,32,2024-03-23,上海,电脑,1
user_8830,女,52,2024-10-16,广东,平板,1
user_8831,男,22,2025-03-25,广东,手机,1
user_8832,男,58,2025-03-10,浙江,手机,0
user_8833,女,39,2024-06-03,北京,平板,1
user_8834,女,58,2024-10-22,广东,电脑,1
user_8835,男,40,2023-10-17,浙江,手机,0
user_8836,男,24,2024-06-02,四川,手机,0
user_8837,女,40,2023-07-30,北京,手机,0
user_8838,男,42,2025-06-12,上海,电脑,1
user_8839,女,44,2025-03-22,广东,平板,1
user_8840,男,58,2023-12-24,上海,手机,1
user_8841,女,23,2023-11-28,四川,电脑,0
user_8842,女,51,2024-12-09,四川,手机,1
user_8843,男,26,2024-04-11,北京,平板,1
user_8844,女,50,2023-10-25,北京,手机,1
user_8845,女,23,2025-02-03,北京,电脑,0
user_8846,女,54,2025-01-11,四川,手机,1
user_8847,女,48,2025-04-18,四川,平板,1
user_8848,男,51,2023-08-31,北京,手机,1
user_8849,女,58,2023-09-21,浙江,手机,1
user_8850,女,46,2025-01-20,广东,平板,0
user_8851,女,31,2023-08-07,广东,平板,0
user_8852,女,53,2023-12-31,上海,平板,0
user_8853,男,53,2024-10-20,上海,手机,1
user_8854,男,32,2025-06-14,浙江,电脑,0
user_8855,男,25,2023-10-18,浙江,电脑,1
user_8856,女,43,2025-04-30,广东,电脑,0
user_8857,女,53,2025-04-02,四川,手机,0
user_8858,男,38,2025-03-24,上海,平板,0
user_8859,女,45,2024-02-04,广东,电脑,0
user_8860,女,21,2023-07-06,上海,电脑,0
user_8861,男,33,2024-03-18,广东,手机,0
user_8862,男,39,2024-12-15,上海,平板,1
user_8863,女,29,2025-03-11,上海,手机,0
user_8864,男,33,2023-09-20,上海,电脑,1
user_8865,女,57,2024-02-17,广东,手机,0
user_8866,男,55,2024-06-09,浙江,平板,0
